Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
91,Willie Cauley-Stein\caulewi01,C,26,TOT,54,1097,17.0,.589,.003,.219,8.0,23.3,15.5,9.9,2.1,5.0,10.8,14.4,,1.5,1.5,2.9,.129,,-1.2,1.7,0.5,0.7
91,Willie Cauley-Stein\caulewi01,C,26,GSW,41,940,16.2,.573,.000,.222,7.9,22.0,14.7,9.9,2.3,4.8,11.0,14.4,,1.0,1.2,2.2,.113,,-1.5,1.6,0.1,0.5
91,Willie Cauley-Stein\caulewi01,C,26,DAL,13,157,22.2,.684,.022,.200,8.8,30.8,20.0,9.6,1.2,6.0,9.3,14.7,,0.5,0.3,0.7,.228,,1.0,2.3,3.2,0.2
92,Tyson Chandler\chandty01,C,37,HOU,26,219,10.8,.717,.000,.722,11.9,19.8,15.8,3.5,1.3,3.1,25.2,6.0,,0.3,0.3,0.6,.129,,-2.5,1.1,-1.4,0.0
93,Wilson Chandler\chandwi01,SF,32,BRK,35,734,7.4,.531,.661,.126,1.6,18.4,10.2,7.4,1.0,1.4,15.0,12.9,,-0.1,0.9,0.7,.049,,-3.9,1.0,-2.9,-0.2
94,Joe Chealey\chealjo01,PG,24,CHO,4,33,-2.8,.127,.571,.286,0.0,0.0,0.0,3.9,6.1,0.0,20.2,13.2,,-0.2,0.0,-0.1,-0.189,,-14.3,1.7,-12.6,-0.1
95,Zylan Cheatham\cheatzy01,SF,24,NOP,3,31,0.1,.400,.200,.000,3.4,17.1,10.2,7.9,0.0,2.7,37.5,10.5,,-0.1,0.0,-0.1,-0.080,,-10.2,0.1,-10.2,-0.1
96,Chris Chiozza\chiozch01,PG,24,TOT,22,266,12.0,.501,.541,.024,2.8,11.8,7.2,26.4,2.6,0.7,16.5,16.1,,0.1,0.3,0.4,.066,,-1.3,1.1,-0.2,0.1
96,Chris Chiozza\chiozch01,PG,24,WAS,10,123,9.2,.397,.471,.000,0.0,14.0,6.7,28.9,3.8,1.4,20.9,14.5,,-0.1,0.1,0.0,-0.002,,-3.6,2.1,-1.4,0.0
96,Chris Chiozza\chiozch01,PG,24,BRK,12,143,14.4,.569,.588,.039,5.2,9.9,7.6,24.3,1.7,0.0,13.4,17.5,,0.2,0.1,0.4,.125,,0.6,0.2,0.9,0.1
97,Marquese Chriss\chrisma01,PF,22,GSW,59,1196,19.5,.604,.101,.405,10.0,23.6,16.5,15.3,1.6,4.7,14.7,19.0,,2.1,1.3,3.4,.136,,0.1,0.5,0.6,0.8
98,Gary Clark\clarkga01,PF,25,TOT,36,431,10.3,.538,.854,.087,6.5,14.6,10.5,4.7,0.6,2.9,5.3,11.0,,0.5,0.4,0.8,.095,,-1.1,-1.2,-2.3,0.0
98,Gary Clark\clarkga01,PF,25,HOU,18,212,11.9,.564,.864,.119,5.4,14.4,9.9,7.6,0.4,2.8,3.1,12.5,,0.4,0.2,0.5,.124,,0.4,-0.9,-0.5,0.1
98,Gary Clark\clarkga01,PF,25,ORL,18,219,8.7,.501,.841,.045,7.6,14.7,11.0,1.8,0.7,2.9,8.2,9.7,,0.1,0.2,0.3,.066,,-2.6,-1.4,-4.0,-0.1
99,Brandon Clarke\clarkbr01,PF,23,MEM,51,1120,22.1,.677,.125,.243,7.7,20.2,14.1,10.1,1.1,3.4,9.1,18.8,,3.3,1.3,4.6,.197,,3.0,0.7,3.7,1.6
100,Jordan Clarkson\clarkjo01,SG,27,TOT,65,1584,17.7,.577,.465,.196,3.4,8.6,6.1,13.3,1.4,0.9,9.0,25.7,,2.5,1.0,3.5,.106,,2.6,-1.1,1.5,1.4
100,Jordan Clarkson\clarkjo01,SG,27,CLE,29,666,18.6,.581,.488,.264,3.5,8.1,5.8,17.0,1.2,1.0,9.7,25.9,,1.4,0.1,1.5,.108,,4.1,-1.4,2.7,0.8
100,Jordan Clarkson\clarkjo01,SG,27,UTA,36,918,17.0,.573,.449,.148,3.4,9.1,6.3,10.6,1.5,0.7,8.6,25.6,,1.1,0.9,2.0,.105,,1.5,-0.9,0.6,0.6
101,Nicolas Claxton\claxtni01,PF,20,BRK,15,187,14.9,.577,.146,.438,10.7,13.5,12.1,12.6,0.3,3.5,13.6,14.8,,0.3,0.2,0.5,.123,,-0.7,0.0,-0.7,0.1
102,Chris Clemons\clemoch01,SG,22,HOU,29,251,12.6,.546,.746,.056,1.2,8.4,4.8,13.5,1.1,1.7,11.6,24.0,,0.1,0.2,0.2,.045,,0.4,-1.7,-1.3,0.1
103,Antonius Cleveland\clevean01,SG,25,DAL,7,22,2.9,.363,.167,.333,0.0,14.0,7.1,0.0,2.2,3.9,12.7,15.3,,-0.1,0.0,0.0,-0.075,,-8.9,0.7,-8.3,0.0
104,Amir Coffey\coffeam01,SG,22,LAC,15,107,5.9,.456,.278,.083,4.0,9.4,6.8,13.0,0.4,0.8,13.9,16.9,,-0.1,0.1,0.0,.005,,-5.3,-1.1,-6.4,-0.1
105,John Collins\collijo01,PF,22,ATL,41,1363,23.5,.659,.243,.248,9.0,24.0,16.4,7.6,1.1,4.1,10.1,22.7,,3.8,1.1,4.9,.174,,3.7,-0.7,3.1,1.7
106,Zach Collins\colliza01,PF,22,POR,4,123,8.6,.555,.357,.214,6.0,11.6,8.9,9.5,0.4,1.4,16.4,12.6,,0.1,0.0,0.1,.049,,-1.4,-1.3,-2.7,0.0
107,Mike Conley\conlemi01,PG,32,UTA,43,1235,13.8,.529,.436,.247,2.6,9.2,6.0,22.7,1.3,0.3,12.5,23.0,,1.1,1.1,2.2,.085,,0.4,-0.4,0.1,0.7
108,Pat Connaughton\connapa01,SG,27,MIL,61,1119,11.2,.558,.525,.138,5.3,16.9,11.4,10.7,0.8,2.3,14.5,11.9,,0.9,2.1,3.0,.129,,-1.1,1.6,0.5,0.7
109,Quinn Cook\cookqu01,PG,26,LAL,39,410,10.6,.517,.382,.052,1.9,8.9,5.4,14.3,1.3,0.2,12.4,20.8,,-0.1,0.4,0.4,.045,,-2.3,-1.0,-3.2,-0.1
110,Tyler Cook\cookty01,PF,22,CLE,11,35,23.9,.752,.000,.600,12.6,19.2,15.9,4.5,1.4,0.0,7.3,16.7,,0.2,0.0,0.2,.244,,3.0,-0.6,2.4,0.0
111,Robert Covington\covinro01,PF,29,TOT,63,1909,13.6,.567,.654,.169,3.0,20.0,11.3,5.9,2.4,3.7,11.7,17.4,,0.8,2.5,3.4,.085,,-1.0,1.1,0.1,1.0
111,Robert Covington\covinro01,PF,29,MIN,48,1411,13.5,.572,.629,.190,2.6,19.5,10.7,5.9,2.6,2.6,12.0,17.8,,0.5,1.7,2.3,.078,,-1.2,1.2,0.0,0.7
111,Robert Covington\covinro01,PF,29,HOU,15,498,14.1,.552,.729,.108,4.2,21.4,12.7,5.9,1.6,6.7,10.8,16.2,,0.3,0.8,1.1,.105,,-0.5,0.8,0.2,0.3
112,Allen Crabbe\crabbal01,SG,27,TOT,37,653,6.0,.470,.672,.079,1.8,11.0,6.3,6.8,1.1,0.5,8.5,12.7,,-0.2,0.1,-0.1,-0.007,,-3.7,-1.5,-5.3,-0.5
112,Allen Crabbe\crabbal01,SG,27,ATL,28,522,7.2,.482,.650,.084,2.0,11.5,6.7,7.3,1.3,0.6,7.5,12.7,,0.0,0.1,0.1,.008,,-3.0,-1.1,-4.1,-0.3
112,Allen Crabbe\crabbal01,SG,27,MIN,9,131,1.1,.416,.765,.059,0.8,9.2,4.8,5.1,0.0,0.0,12.5,12.5,,-0.2,0.0,-0.2,-0.068,,-6.6,-3.2,-9.9,-0.3
113,Torrey Craig\craigto01,SF,29,DEN,51,897,10.7,.564,.530,.144,6.3,13.7,10.0,5.6,1.0,3.3,8.8,12.1,,0.9,0.9,1.8,.099,,-2.1,0.2,-1.9,0.0
114,Jae Crowder\crowdja01,SF,29,TOT,59,1724,12.1,.536,.694,.234,3.0,18.9,11.2,11.6,1.9,1.1,9.9,15.5,,1.3,2.0,3.2,.090,,-0.8,0.4,-0.4,0.7
114,Jae Crowder\crowdja01,SF,29,MEM,45,1322,11.0,.507,.667,.238,3.2,18.5,11.0,12.2,1.7,0.9,10.9,15.6,,0.5,1.3,1.8,.067,,-1.4,0.1,-1.2,0.3
114,Jae Crowder\crowdja01,SF,29,MIA,14,402,15.9,.633,.788,.220,2.3,20.1,11.6,9.8,2.6,1.7,6.5,15.2,,0.8,0.6,1.4,.169,,1.0,1.1,2.1,0.4
115,Jarrett Culver\culveja01,SG,20,MIN,63,1506,9.6,.467,.388,.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,,-1.2,1.1,-0.1,-0.004,,-3.2,-0.8,-4.0,-0.8
116,Seth Curry\curryse01,SG,29,DAL,60,1471,15.8,.645,.565,.175,1.9,8.0,5.0,11.9,1.2,0.5,9.6,18.5,,3.3,0.9,4.2,.138,,1.8,-0.7,1.2,1.2
117,Stephen Curry\curryst01,PG,31,GSW,5,139,21.8,.557,.598,.317,3.0,17.8,10.1,42.3,1.7,1.3,14.6,33.6,,0.2,0.1,0.3,.104,,4.5,-0.6,3.9,0.2
118,Troy Daniels\danietr01,SG,28,TOT,43,476,8.8,.523,.707,.098,2.8,8.1,5.5,4.2,0.9,0.6,5.0,16.0,,0.2,0.5,0.7,.071,,-1.2,-0.9,-2.2,0.0
118,Troy Daniels\danietr01,SG,28,LAL,41,456,9.0,.527,.709,.101,2.9,8.0,5.5,4.1,0.8,0.6,5.2,16.1,,0.2,0.4,0.7,.072,,-1.1,-1.0,-2.1,0.0
118,Troy Daniels\danietr01,SG,28,DEN,2,20,5.2,.417,.667,.000,0.0,11.2,5.6,6.6,2.5,0.0,0.0,13.0,,0.0,0.0,0.0,.030,,-4.6,0.2,-4.4,0.0
119,Anthony Davis\davisan02,PF,26,LAL,57,1960,28.0,.615,.198,.474,7.2,22.0,14.8,14.8,2.0,6.2,10.1,29.5,,6.5,4.2,10.7,.263,,5.8,2.8,8.6,5.2
120,Ed Davis\davised01,C,30,UTA,25,268,7.3,.425,.000,.324,12.4,25.9,19.5,3.8,1.8,2.8,25.1,8.5,,-0.1,0.5,0.4,.074,,-5.5,1.7,-3.9,-0.1
121,Terence Davis\daviste02,SG,22,TOR,65,1100,14.5,.599,.567,.132,4.5,16.3,10.6,14.5,1.4,1.1,13.5,18.7,,1.4,1.7,3.1,.134,,0.7,0.6,1.3,0.9
122,Dewayne Dedmon\dedmode01,C,30,TOT,44,774,9.4,.473,.420,.141,8.5,27.7,17.9,4.0,1.5,4.8,17.4,18.2,,-1.0,1.1,0.1,.006,,-5.8,0.0,-5.8,-0.7
122,Dewayne Dedmon\dedmode01,C,30,SAC,34,541,8.5,.477,.415,.164,9.4,25.9,17.4,3.9,1.4,4.6,20.4,18.5,,-0.8,0.7,-0.1,-0.005,,-6.3,-0.1,-6.4,-0.6
122,Dewayne Dedmon\dedmode01,C,30,ATL,10,233,11.4,.463,.429,.095,6.4,31.8,18.9,4.3,2.0,5.4,10.3,17.4,,-0.2,0.3,0.2,.032,,-4.5,0.1,-4.4,-0.1
123,Matthew Dellavedova\dellama01,PG,29,CLE,57,821,8.1,.463,.520,.211,2.4,7.8,5.1,29.0,1.2,0.2,23.6,13.0,,0.1,0.1,0.2,.010,,-3.6,-1.6,-5.2,-0.7
124,DeMar DeRozan\derozde01,SF,30,SAS,62,2129,21.4,.600,.031,.423,2.0,15.7,8.8,26.2,1.4,0.6,11.6,26.5,,5.3,1.1,6.4,.145,,2.1,-0.5,1.6,2.0
125,Cheick Diallo\diallch01,C,23,PHO,44,467,16.3,.688,.015,.270,6.6,24.1,15.2,7.2,1.0,2.2,16.4,16.7,,0.8,0.5,1.3,.129,,-1.1,-0.3,-1.4,0.1
126,Hamidou Diallo\diallha01,SF,21,OKC,39,719,8.6,.493,.164,.204,5.0,14.2,9.7,4.6,2.0,0.9,13.7,17.4,,-0.6,0.9,0.3,.019,,-4.9,0.3,-4.6,-0.5
127,Gorgui Dieng\dienggo01,C,30,TOT,58,1012,17.5,.564,.414,.242,8.8,26.6,17.5,10.3,2.2,4.6,12.7,17.7,,1.1,1.6,2.7,.128,,0.0,1.8,1.8,0.9
127,Gorgui Dieng\dienggo01,C,30,MIN,46,778,17.8,.563,.433,.213,9.5,25.8,17.4,11.1,2.2,4.5,12.7,18.4,,1.0,1.1,2.1,.129,,0.3,1.5,1.8,0.7
127,Gorgui Dieng\dienggo01,C,30,MEM,12,234,16.2,.568,.333,.364,6.4,29.1,18.0,7.5,2.2,5.2,12.6,15.6,,0.2,0.4,0.6,.127,,-1.2,2.9,1.7,0.2
128,Spencer Dinwiddie\dinwisp01,SG,26,BRK,64,1994,17.9,.541,.392,.437,1.7,9.6,5.7,35.5,1.0,0.9,12.5,29.2,,3.3,1.7,5.0,.121,,2.6,-0.8,1.7,1.9
129,Donte DiVincenzo\divindo01,SG,23,MIL,60,1388,14.9,.570,.491,.170,4.6,15.8,10.5,13.4,2.6,1.1,13.0,16.9,,1.4,3.1,4.5,.157,,-0.6,2.7,2.0,1.4
130,Luka Dončić\doncilu01,PG,20,DAL,55,1841,27.3,.581,.439,.439,4.1,24.8,14.6,45.1,1.6,0.5,14.8,36.9,,5.7,2.3,7.9,.207,,7.1,1.0,8.1,4.7
131,Luguentz Dort\dortlu01,SG,20,OKC,30,668,7.1,.512,.473,.218,2.9,6.4,4.7,4.5,1.8,0.3,8.1,13.0,,0.1,0.6,0.7,.049,,-4.3,0.4,-3.9,-0.3
132,Damyean Dotson\dotsoda01,SG,25,NYK,48,836,10.9,.527,.562,.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,,0.6,0.3,0.9,.053,,-0.9,-0.5,-1.4,0.1
133,Sekou Doumbouya\doumbse01,SF,19,DET,38,754,6.2,.474,.415,.195,3.0,14.9,8.9,3.6,1.3,0.9,12.0,16.9,,-0.8,0.5,-0.3,-0.020,,-5.2,-1.5,-6.7,-0.9
134,PJ Dozier\doziepj01,PG,23,DEN,22,250,8.5,.431,.314,.108,2.7,11.6,7.1,18.7,1.4,1.8,10.1,20.6,,-0.2,0.2,0.0,.003,,-4.8,-1.1,-5.9,-0.2
135,Goran Dragić\dragigo01,PG,33,MIA,55,1555,16.0,.571,.472,.345,2.0,9.8,6.1,28.5,1.0,0.6,14.7,25.7,,2.1,1.2,3.2,.100,,1.4,-1.8,-0.4,0.6
136,Andre Drummond\drumman01,C,26,TOT,57,1879,22.0,.553,.045,.375,14.9,37.5,26.0,13.6,2.9,4.2,18.2,25.9,,0.7,3.6,4.2,.109,,-0.1,1.1,1.0,1.4
136,Andre Drummond\drumman01,C,26,DET,49,1654,22.2,.550,.031,.376,15.3,38.2,26.6,14.0,2.9,4.2,18.0,25.5,,0.7,3.3,4.0,.116,,0.0,1.2,1.1,1.3
136,Andre Drummond\drumman01,C,26,CLE,8,225,21.1,.573,.133,.371,11.7,32.4,22.0,10.8,2.6,4.2,19.2,28.7,,-0.1,0.3,0.3,.054,,-0.8,0.4,-0.5,0.1
137,Jared Dudley\dudleja01,SF,34,LAL,40,311,7.4,.570,.680,.040,1.8,13.0,7.5,7.5,1.8,0.9,10.5,7.7,,0.2,0.4,0.7,.104,,-2.7,2.0,-0.7,0.1
138,Kris Dunn\dunnkr01,PG,25,CHI,51,1269,12.1,.510,.327,.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,,0.3,2.0,2.3,.085,,-3.7,3.1,-0.6,0.4
139,Carsen Edwards\edwarca01,SG,21,BOS,35,316,6.5,.446,.602,.115,2.0,12.5,7.3,9.5,1.5,0.9,11.2,18.1,,-0.3,0.4,0.1,.012,,-4.6,-0.3,-4.9,-0.2
140,Henry Ellenson\ellenhe01,PF,23,BRK,5,15,-1.2,.143,.571,.000,14.1,26.9,20.6,8.8,0.0,0.0,0.0,19.5,,-0.1,0.0,-0.1,-0.181,,-7.9,-3.1,-11.0,0.0
141,Wayne Ellington\ellinwa01,SG,32,NYK,36,558,8.5,.509,.822,.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,,0.2,0.2,0.4,.035,,-1.9,-1.0,-2.8,-0.1
142,Joel Embiid\embiijo01,C,25,PHI,45,1363,26.7,.597,.229,.544,10.6,33.2,21.9,17.5,1.4,3.8,13.4,32.8,,3.5,2.5,6.0,.211,,4.4,1.2,5.6,2.6
143,James Ennis\ennisja01,SF,29,TOT,62,1078,11.6,.563,.473,.277,6.2,14.5,10.3,7.2,1.4,1.6,11.7,15.1,,1.0,1.2,2.2,.098,,-2.1,-0.3,-2.4,-0.1
143,James Ennis\ennisja01,SF,29,PHI,49,776,12.3,.564,.469,.270,6.8,14.5,10.7,7.4,1.4,1.5,10.9,15.8,,0.9,0.9,1.8,.108,,-1.6,0.0,-1.6,0.1
143,James Ennis\ennisja01,SF,29,ORL,13,302,9.9,.562,.486,.300,4.5,14.3,9.3,6.9,1.1,1.8,14.1,13.2,,0.2,0.3,0.5,.073,,-3.3,-1.1,-4.4,-0.2
144,Drew Eubanks\eubandr01,PF,22,SAS,15,132,15.7,.783,.034,.379,6.5,22.1,14.3,5.4,0.7,4.0,22.8,14.4,,0.2,0.1,0.3,.124,,-2.4,-1.0,-3.4,0.0
145,Jacob Evans\evansja02,SG,22,TOT,29,418,5.5,.436,.291,.216,2.3,8.6,5.3,10.8,1.3,2.6,14.6,17.5,,-0.7,0.2,-0.5,-0.056,,-5.7,-1.3,-7.0,-0.5
145,Jacob Evans\evansja02,SG,22,GSW,27,414,5.7,.439,.286,.218,2.3,8.7,5.4,10.9,1.3,2.6,14.6,17.6,,-0.6,0.2,-0.5,-0.054,,-5.7,-1.3,-7.0,-0.5
145,Jacob Evans\evansja02,SG,22,MIN,2,4,-9.6,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,,0.0,0.0,0.0,-0.264,,-10.4,-5.6,-16.0,0.0
146,Dante Exum\exumda01,SG,24,TOT,35,485,10.4,.576,.361,.361,2.8,12.6,7.7,11.5,1.3,1.4,18.4,15.0,,0.2,0.2,0.4,.043,,-2.5,-0.4,-2.9,-0.1
146,Dante Exum\exumda01,SG,24,UTA,11,83,4.8,.503,.261,.087,4.1,11.4,7.9,11.9,0.6,2.0,29.5,17.9,,-0.2,0.1,-0.1,-0.054,,-5.1,-0.5,-5.6,-0.1
146,Dante Exum\exumda01,SG,24,CLE,24,402,11.5,.592,.385,.427,2.5,12.8,7.6,11.4,1.5,1.3,15.6,14.4,,0.4,0.2,0.5,.063,,-1.9,-0.4,-2.3,0.0
147,Tacko Fall\fallta01,C,24,BOS,6,24,23.9,.713,.000,.250,0.0,48.8,24.6,0.0,0.0,7.7,18.4,29.0,,0.0,0.1,0.1,.101,,-2.0,3.1,1.0,0.0
148,Derrick Favors\favorde01,C,28,NOP,47,1139,18.8,.623,.022,.210,14.0,28.8,21.3,9.7,1.1,3.2,13.3,14.2,,2.5,1.5,3.9,.166,,0.8,0.4,1.2,0.9
149,Cristiano Felício\feliccr01,PF,27,CHI,22,386,12.8,.671,.037,.426,15.0,14.1,14.6,5.7,1.2,0.5,21.9,9.1,,0.7,0.3,1.0,.126,,-1.4,-1.6,-3.0,-0.1
150,Terrance Ferguson\fergute01,SF,21,OKC,51,1174,4.0,.499,.776,.095,2.3,4.6,3.5,5.0,1.1,1.2,12.5,9.0,,-0.1,0.8,0.6,.026,,-4.5,0.3,-4.2,-0.7
151,Bruno Fernando\fernabr01,C,21,ATL,56,713,11.9,.542,.186,.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,,0.4,0.4,0.8,.055,,-3.2,-1.0,-4.1,-0.4
152,Yogi Ferrell\ferreyo01,PG,26,SAC,44,484,10.7,.499,.408,.219,1.4,10.0,5.6,17.5,1.4,0.8,11.9,18.9,,0.1,0.3,0.4,.035,,-2.1,-0.4,-2.5,-0.1
153,Dorian Finney-Smith\finnedo01,PF,26,DAL,65,1926,12.1,.595,.584,.209,7.1,12.2,9.7,7.1,1.1,1.6,11.5,12.7,,2.9,1.6,4.4,.110,,-0.1,-0.2,-0.2,0.9
154,Bryn Forbes\forbebr01,SG,26,SAS,63,1579,11.2,.570,.656,.155,0.8,7.8,4.3,9.6,1.0,0.0,8.4,18.6,,1.2,0.2,1.5,.045,,-0.6,-2.1,-2.7,-0.3
155,Evan Fournier\fournev01,SG,27,ORL,62,1956,16.9,.602,.466,.233,0.9,8.0,4.3,16.7,1.7,0.7,11.0,24.2,,2.9,1.7,4.6,.113,,1.6,-0.3,1.4,1.7
156,De'Aaron Fox\foxde01,PG,22,SAC,46,1464,20.6,.556,.221,.429,2.5,11.9,7.1,35.4,2.2,1.6,14.3,29.9,,2.2,1.3,3.6,.117,,2.2,-0.4,1.8,1.4
157,Melvin Frazier\frazime01,SG,23,ORL,16,55,8.1,.480,.412,.235,1.9,8.1,4.9,2.6,4.4,3.3,13.8,17.1,,-0.1,0.1,0.0,.017,,-5.7,2.2,-3.5,0.0
158,Michael Frazier\frazimi01,SG,25,HOU,8,66,2.4,.513,.727,.545,1.6,3.2,2.4,1.9,1.4,0.0,12.8,9.8,,0.0,0.0,0.0,.015,,-7.9,-0.9,-8.8,-0.1
159,Tim Frazier\fraziti01,PG,29,DET,27,355,9.8,.464,.319,.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,,-0.1,0.2,0.1,.016,,-2.9,-1.6,-4.5,-0.2
160,Markelle Fultz\fultzma01,PG,21,ORL,65,1832,14.4,.522,.172,.206,2.0,10.9,6.3,28.9,2.2,0.5,15.1,20.8,,0.8,1.9,2.7,.070,,-1.9,0.2,-1.7,0.1
161,Wenyen Gabriel\gabriwe01,PF,22,TOT,28,210,9.6,.547,.435,.435,9.1,14.0,11.6,5.0,2.3,2.5,22.6,14.4,,0.0,0.2,0.2,.043,,-3.9,0.0,-3.9,-0.1
161,Wenyen Gabriel\gabriwe01,PF,22,SAC,11,61,7.5,.444,.471,.588,7.2,11.4,9.2,6.7,2.4,3.1,18.9,18.8,,-0.1,0.1,0.0,-0.028,,-4.4,0.5,-3.9,0.0
161,Wenyen Gabriel\gabriwe01,PF,22,POR,17,149,10.5,.614,.414,.345,9.9,15.1,12.6,4.3,2.2,2.3,24.8,12.7,,0.1,0.1,0.2,.072,,-3.7,-0.2,-3.9,-0.1
162,Daniel Gafford\gaffoda01,C,21,CHI,43,609,16.2,.686,.000,.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,,1.1,0.8,1.8,.146,,-2.8,1.5,-1.3,0.1
163,Danilo Gallinari\gallida01,PF,31,OKC,56,1709,19.5,.612,.539,.352,2.2,17.1,9.9,10.4,1.1,0.2,7.5,24.5,,4.2,1.7,5.9,.165,,4.1,-0.9,3.2,2.2
164,Langston Galloway\gallola01,SG,28,DET,66,1702,12.3,.584,.611,.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,,2.4,0.7,3.1,.087,,0.1,-0.9,-0.8,0.5
165,Darius Garland\garlada01,PG,20,CLE,59,1824,8.5,.498,.423,.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,,-1.3,0.0,-1.3,-0.035,,-2.7,-2.9,-5.6,-1.7
166,Marc Gasol\gasolma01,C,35,TOR,37,1014,11.7,.545,.531,.156,3.1,21.0,12.2,16.9,1.3,3.2,14.8,12.9,,0.8,1.9,2.7,.127,,-1.0,2.6,1.6,0.9
167,Rudy Gay\gayru01,PF,33,SAS,61,1313,14.6,.547,.368,.219,4.7,22.5,13.6,11.2,0.9,1.9,12.2,21.3,,0.6,0.9,1.5,.056,,-0.4,-1.0,-1.4,0.2
168,Paul George\georgpa01,SF,29,LAC,44,1282,21.0,.591,.501,.277,1.8,17.9,10.0,21.0,2.3,1.4,12.9,29.6,,2.2,2.2,4.3,.162,,3.8,1.2,5.1,2.3
169,Taj Gibson\gibsota01,C,34,NYK,62,1025,16.1,.610,.049,.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,,1.8,0.8,2.6,.120,,-0.7,-0.4,-1.1,0.2
170,Harry Giles\gilesha01,PF,21,SAC,39,583,16.3,.586,.000,.206,6.2,25.2,15.5,13.5,1.8,2.3,13.3,19.6,,0.7,0.7,1.4,.119,,-2.1,1.1,-1.0,0.1
171,Shai Gilgeous-Alexander\gilgesh01,SG,21,OKC,64,2247,18.0,.567,.240,.341,2.3,16.3,9.5,15.0,1.6,1.7,9.9,23.7,,3.1,2.7,5.8,.123,,1.4,0.3,1.7,2.1
172,Rudy Gobert\goberru01,C,27,UTA,64,2205,21.6,.699,.000,.718,11.2,31.2,21.6,6.3,1.1,4.9,15.2,16.1,,6.1,4.2,10.2,.222,,1.7,1.9,3.6,3.1
173,Brandon Goodwin\goodwbr01,PG,24,ATL,34,430,11.7,.507,.458,.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,,-0.1,0.2,0.1,.013,,-1.5,-1.3,-2.9,-0.1
174,Aaron Gordon\gordoaa01,PF,24,ORL,59,1940,14.8,.512,.311,.289,5.5,20.0,12.5,17.1,1.3,1.7,10.3,20.5,,1.2,2.2,3.4,.084,,-0.3,0.0,-0.3,0.8
175,Eric Gordon\gordoer01,SG,31,HOU,34,972,10.5,.511,.658,.235,0.9,6.2,3.5,7.8,1.1,1.1,6.9,22.1,,0.2,0.5,0.7,.035,,-1.6,-2.0,-3.6,-0.4
176,Devonte' Graham\grahade01,PG,24,CHO,63,2211,15.8,.537,.607,.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,,2.5,0.9,3.4,.073,,2.6,-2.1,0.5,1.4
177,Treveon Graham\grahatr01,SG,26,TOT,55,929,6.6,.456,.496,.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,,-0.2,0.4,0.2,.009,,-4.5,-1.1,-5.5,-0.8
177,Treveon Graham\grahatr01,SG,26,MIN,33,663,6.0,.447,.474,.211,4.5,11.7,8.0,6.1,1.2,0.3,9.0,13.1,,-0.2,0.3,0.0,.003,,-5.0,-0.8,-5.8,-0.6
177,Treveon Graham\grahatr01,SG,26,ATL,22,266,8.0,.478,.552,.284,8.8,11.5,10.1,7.6,1.2,1.3,11.7,13.3,,0.0,0.1,0.1,.022,,-3.2,-1.7,-4.9,-0.2
178,Jerami Grant\grantje01,PF,25,DEN,65,1703,14.2,.585,.392,.309,3.6,11.4,7.5,6.7,1.3,2.8,8.2,18.0,,2.4,1.6,4.0,.113,,-0.1,-0.4,-0.5,0.7
179,Jerian Grant\grantje02,G,27,WAS,1,10,22.4,1.250,.500,.000,0.0,11.5,5.5,14.9,0.0,0.0,0.0,8.3,,0.1,0.0,0.1,.250,,5.1,2.2,7.3,0.0
180,Josh Gray\grayjo01,PG,26,NOP,2,23,-5.0,.500,.000,.000,4.5,4.6,4.6,10.4,0.0,0.0,71.4,12.4,,-0.1,0.0,-0.1,-0.225,,-11.3,-4.7,-16.0,-0.1
181,Danny Green\greenda02,SG,32,LAL,63,1574,10.6,.553,.710,.105,3.2,11.2,7.3,7.1,2.3,1.7,11.2,13.8,,0.8,2.5,3.3,.100,,-1.0,1.6,0.6,1.0
182,Draymond Green\greendr01,PF,29,GSW,43,1222,12.6,.489,.408,.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,,-0.2,1.3,1.1,.044,,-2.0,1.9,-0.2,0.6
183,JaMychal Green\greenja01,PF,29,LAC,57,1175,10.7,.559,.678,.140,6.8,24.1,15.7,5.1,1.0,1.6,12.4,13.5,,0.9,1.9,2.8,.113,,-1.4,0.7,-0.7,0.4
