Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
184,Javonte Green\greenja02,SF,26,BOS,44,414,12.3,.558,.235,.367,4.7,15.9,10.4,7.6,2.7,1.6,13.7,13.6,,0.3,0.7,1.0,.112,,-2.4,1.8,-0.6,0.1
185,Jeff Green\greenje02,PF,33,TOT,41,774,12.8,.573,.526,.274,3.3,12.4,8.0,6.3,1.4,1.7,10.6,18.9,,0.6,0.8,1.4,.089,,-0.5,-0.1,-0.6,0.3
185,Jeff Green\greenje02,PF,33,UTA,30,553,10.1,.523,.533,.323,2.9,12.7,8.0,5.2,1.1,1.5,10.8,19.8,,0.0,0.6,0.6,.048,,-1.8,-0.2,-2.0,0.0
185,Jeff Green\greenje02,PF,33,HOU,11,221,19.4,.714,.507,.147,4.2,11.5,7.8,9.0,2.1,2.3,10.1,16.6,,0.7,0.2,0.9,.192,,2.8,0.2,3.1,0.3
186,Blake Griffin\griffbl01,PF,30,DET,18,512,11.9,.476,.444,.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,,-0.4,0.2,-0.1,-0.012,,-1.7,-2.6,-4.2,-0.3
187,Marko Guduric\gudurma01,SG,24,MEM,42,476,8.8,.515,.526,.162,3.2,12.4,7.9,12.4,1.2,1.5,17.9,17.6,,-0.2,0.4,0.1,.011,,-2.6,-0.8,-3.4,-0.2
188,Kyle Guy\guyky01,SG,22,SAC,2,4,9.8,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,-0.022,,-1.3,-2.8,-4.1,0.0
189,Rui Hachimura\hachiru01,PF,21,WAS,42,1247,14.0,.545,.155,.246,5.6,17.5,11.3,8.3,1.3,0.5,8.1,18.9,,1.3,0.4,1.7,.065,,-1.1,-1.9,-3.0,-0.3
190,Devon Hall\hallde01,SG,24,OKC,5,20,3.6,.370,.400,.800,0.0,5.4,2.8,19.1,0.0,0.0,12.9,17.1,,0.0,0.0,0.0,-0.062,,-6.2,-3.6,-9.7,0.0
191,Donta Hall\halldo01,PF,22,TOT,5,60,12.0,.591,.000,1.571,14.7,18.9,16.8,4.2,0.8,2.8,14.5,9.9,,0.1,0.1,0.1,.113,,-3.2,-0.8,-4.0,0.0
191,Donta Hall\halldo01,PF,22,DET,4,48,7.3,.452,.000,1.500,14.0,21.6,17.7,5.3,1.0,1.7,23.1,7.9,,0.0,0.0,0.1,.067,,-5.6,-1.4,-7.1,-0.1
191,Donta Hall\halldo01,F,22,BRK,1,12,30.8,.769,.000,1.667,17.6,8.4,12.9,0.0,0.0,6.9,0.0,18.1,,0.1,0.0,0.1,.299,,6.6,1.7,8.2,0.0
192,Dusty Hannahs\hannadu01,SG,26,MEM,2,13,21.3,.607,.333,.222,0.0,8.0,4.0,0.0,0.0,0.0,0.0,31.6,,0.0,0.0,0.0,.145,,5.2,-2.1,3.1,0.0
193,Tim Hardaway Jr.\hardati02,SG,27,DAL,64,1856,15.1,.585,.576,.197,1.3,10.0,5.7,10.2,1.0,0.2,6.8,21.6,,3.2,1.1,4.3,.112,,1.6,-1.2,0.4,1.1
194,James Harden\hardeja01,SG,30,HOU,62,2285,28.7,.619,.553,.526,2.9,15.4,9.1,34.3,2.2,2.1,13.7,36.3,,9.2,2.7,12.0,.251,,8.0,1.3,9.2,6.5
195,Maurice Harkless\harklma01,SF,26,TOT,62,1427,9.7,.572,.346,.233,4.1,13.3,8.7,6.4,1.9,2.0,14.5,10.7,,0.8,1.9,2.7,.091,,-2.6,1.9,-0.8,0.5
195,Maurice Harkless\harklma01,SF,26,LAC,50,1141,9.6,.584,.336,.194,4.4,13.5,9.1,5.5,2.0,2.3,16.3,10.3,,0.5,1.8,2.3,.097,,-2.5,2.4,-0.1,0.6
195,Maurice Harkless\harklma01,SF,26,NYK,12,286,10.1,.536,.379,.364,2.9,12.3,7.5,9.7,1.5,1.0,8.4,12.4,,0.2,0.2,0.4,.069,,-3.1,-0.3,-3.5,-0.1
196,Jared Harper\harpeja01,PG,22,PHO,3,8,-5.3,.250,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,,0.0,0.0,0.0,-0.252,,-10.2,-5.7,-15.8,0.0
197,Montrezl Harrell\harremo01,C,26,LAC,63,1749,23.1,.607,.022,.432,9.9,16.3,13.2,10.4,1.1,3.6,10.1,25.6,,4.5,2.6,7.1,.194,,2.4,0.5,2.9,2.2
198,Gary Harris\harriga01,SG,25,DEN,56,1780,9.7,.519,.405,.177,1.6,8.6,5.1,9.0,2.1,0.7,9.7,15.1,,0.5,1.6,2.1,.057,,-2.8,0.4,-2.4,-0.2
199,Joe Harris\harrijo01,SF,28,BRK,64,1975,12.7,.592,.524,.117,3.2,11.0,7.2,10.2,0.9,0.7,11.2,18.0,,2.1,1.7,3.8,.092,,0.0,-0.5,-0.5,0.8
200,Tobias Harris\harrito02,PF,27,PHI,66,2280,16.9,.555,.308,.180,2.8,18.9,10.8,14.4,1.1,1.3,7.7,23.8,,3.1,2.6,5.7,.119,,1.1,-0.4,0.6,1.5
201,Shaquille Harrison\harrish01,SF,26,CHI,43,484,17.8,.559,.255,.303,4.8,15.3,9.8,15.3,3.4,3.7,9.2,18.1,,0.8,0.8,1.5,.153,,0.4,2.4,2.8,0.6
202,Josh Hart\hartjo01,SF,24,NOP,59,1604,11.6,.559,.672,.187,3.6,21.3,12.4,7.9,1.7,1.1,11.2,15.2,,1.1,1.7,2.8,.083,,-1.1,0.6,-0.6,0.6
203,Isaiah Hartenstein\harteis01,C,21,HOU,23,266,18.7,.674,.075,.418,11.4,24.2,17.8,9.8,1.6,3.9,16.8,14.8,,0.7,0.4,1.1,.190,,-0.9,1.3,0.4,0.2
204,Udonis Haslem\hasleud01,PF,39,MIA,3,21,3.0,.322,.333,.667,0.0,41.0,21.4,6.2,0.0,0.0,0.0,16.3,,0.0,0.0,0.0,-0.031,,-9.7,-3.0,-12.7,-0.1
205,Jaxson Hayes\hayesja02,C,19,NOP,58,991,17.7,.676,.017,.727,9.5,15.8,12.6,7.6,1.1,4.5,12.3,15.0,,2.6,1.0,3.6,.174,,-0.7,0.8,0.1,0.5
206,Gordon Hayward\haywago01,SF,29,BOS,46,1536,18.1,.591,.309,.187,3.3,17.7,10.6,19.2,1.1,1.3,11.0,21.0,,3.1,2.0,5.0,.158,,2.5,0.3,2.9,1.9
207,John Henson\hensojo01,PF,29,TOT,40,600,17.0,.578,.211,.269,8.5,21.8,15.1,13.4,2.0,6.0,15.8,16.3,,0.6,0.8,1.4,.109,,-1.1,2.1,1.0,0.5
207,John Henson\hensojo01,PF,29,CLE,29,412,16.9,.539,.258,.275,8.5,22.3,15.4,15.2,1.9,6.7,13.5,16.1,,0.4,0.5,0.9,.109,,-1.1,2.3,1.1,0.3
207,John Henson\hensojo01,PF,29,DET,11,188,17.1,.670,.098,.255,8.3,20.8,14.5,9.3,2.1,4.5,20.9,16.7,,0.2,0.2,0.4,.110,,-1.1,1.7,0.6,0.1
208,Dewan Hernandez\hernade01,C,23,TOR,4,11,4.2,.340,.200,.400,19.7,46.9,33.6,0.0,4.3,0.0,14.5,26.8,,0.0,0.0,0.0,.004,,-18.3,-3.0,-21.3,-0.1
209,Juan Hernangómez\hernaju01,PF,24,TOT,48,833,10.4,.518,.522,.287,5.5,20.4,12.8,6.6,1.1,1.0,10.3,15.7,,0.2,0.7,0.9,.055,,-2.2,-1.1,-3.3,-0.3
209,Juan Hernangómez\hernaju01,PF,24,DEN,34,422,6.9,.442,.545,.227,6.3,18.8,12.5,6.7,0.6,1.1,12.9,14.3,,-0.2,0.4,0.1,.013,,-4.0,-1.1,-5.2,-0.3
209,Juan Hernangómez\hernaju01,PF,24,MIN,14,411,14.1,.576,.504,.336,4.7,22.1,13.1,6.4,1.6,0.8,8.2,17.1,,0.5,0.4,0.8,.098,,-0.4,-1.0,-1.4,0.1
210,Willy Hernangómez\hernawi01,C,25,CHO,31,375,19.2,.576,.158,.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,,0.4,0.4,0.8,.107,,0.6,-0.5,0.1,0.2
211,Tyler Herro\herroty01,SG,20,MIA,48,1300,11.3,.533,.477,.147,1.3,14.7,8.3,11.1,1.1,0.5,11.3,22.0,,-0.3,1.2,0.9,.033,,-1.0,-1.3,-2.3,-0.1
212,Kevin Hervey\herveke01,PF,23,OKC,7,19,-14.9,.091,.727,.000,0.0,11.3,5.8,6.7,0.0,0.0,0.0,25.5,,-0.2,0.0,-0.2,-0.469,,-13.4,-6.5,-19.9,-0.1
213,Mario Hezonja\hezonma01,PF,24,POR,48,790,9.6,.534,.340,.284,3.5,18.1,10.9,7.3,1.9,1.0,15.2,13.8,,0.1,0.6,0.8,.046,,-3.1,0.3,-2.8,-0.2
214,Buddy Hield\hieldbu01,SG,27,SAC,65,2064,16.0,.562,.582,.125,3.0,14.2,8.5,15.7,1.4,0.8,11.9,27.1,,1.4,1.5,2.9,.067,,2.5,-1.3,1.1,1.6
215,George Hill\hillge01,PG,33,MIL,53,1131,17.3,.666,.452,.255,4.3,9.2,6.9,18.4,1.7,0.3,11.9,15.7,,3.2,1.9,5.1,.217,,1.7,1.4,3.1,1.5
216,Solomon Hill\hillso01,SF,28,TOT,55,994,9.8,.542,.629,.169,2.9,13.2,8.2,12.6,1.7,1.1,15.0,13.2,,0.4,0.9,1.3,.063,,-1.9,0.2,-1.7,0.1
216,Solomon Hill\hillso01,SF,28,MEM,48,901,10.2,.549,.631,.163,2.9,13.8,8.4,13.4,1.6,0.7,13.8,13.4,,0.5,0.8,1.3,.070,,-1.6,0.2,-1.4,0.1
216,Solomon Hill\hillso01,SF,28,MIA,7,93,5.6,.447,.600,.267,3.8,8.1,6.0,5.6,2.6,5.3,29.5,11.3,,-0.1,0.1,0.0,-0.005,,-4.6,0.8,-3.9,0.0
217,Jaylen Hoard\hoardja01,SF,20,POR,13,103,14.9,.504,.094,.406,14.4,17.9,16.1,5.4,2.3,0.0,9.6,17.2,,0.1,0.1,0.2,.095,,-0.9,-1.1,-1.9,0.0
218,Aaron Holiday\holidaa01,PG,23,IND,59,1403,11.9,.520,.407,.152,1.7,9.1,5.4,19.9,1.6,0.8,12.3,19.3,,0.5,1.4,1.9,.064,,-1.3,-0.3,-1.6,0.2
219,Jrue Holiday\holidjr01,SG,29,NOP,57,1982,17.3,.534,.345,.178,3.9,11.0,7.4,29.6,2.2,1.9,13.9,24.7,,2.0,1.9,3.9,.093,,1.8,0.3,2.1,2.1
220,Justin Holiday\holidju01,SG,30,IND,66,1655,12.5,.592,.664,.138,2.0,11.8,6.9,7.1,2.3,2.2,8.1,13.5,,1.6,2.3,3.9,.113,,-0.2,1.7,1.5,1.4
221,Rondae Hollis-Jefferson\holliro01,SF,25,TOR,53,1003,15.5,.532,.057,.436,11.2,15.8,13.5,13.0,2.1,2.1,12.2,17.1,,1.4,1.8,3.2,.154,,-1.1,1.5,0.5,0.6
222,Richaun Holmes\holmeri01,C,26,SAC,40,1149,20.3,.686,.000,.319,11.5,21.2,16.2,5.4,1.7,4.6,12.1,16.0,,3.2,1.5,4.7,.196,,0.5,0.8,1.3,0.9
223,Rodney Hood\hoodro01,SF,27,POR,21,619,12.2,.625,.413,.157,1.7,10.3,6.0,7.1,1.3,0.5,9.4,13.9,,0.9,0.2,1.1,.086,,-0.4,-0.5,-0.9,0.2
224,Al Horford\horfoal01,C,33,PHI,61,1871,15.6,.526,.400,.112,5.5,19.1,12.3,19.0,1.3,2.5,8.9,17.6,,2.5,2.5,5.0,.128,,1.1,1.1,2.1,2.0
225,Talen Horton-Tucker\hortota01,SG,19,LAL,2,5,14.8,.000,1.000,.000,0.0,0.0,0.0,45.3,9.5,0.0,0.0,8.4,,0.0,0.0,0.0,.110,,0.6,7.2,7.8,0.0
226,Danuel House\houseda01,SF,26,HOU,59,1781,11.5,.576,.653,.172,3.3,11.6,7.4,6.0,1.7,1.5,8.6,13.5,,2.0,1.6,3.6,.096,,-0.6,0.1,-0.5,0.7
227,Dwight Howard\howardw01,C,34,LAL,64,1223,18.5,.695,.019,.718,14.6,26.6,20.7,4.9,1.1,5.6,18.2,14.4,,2.6,2.5,5.1,.199,,-0.9,1.4,0.4,0.8
228,William Howard\howarwi01,SG,26,HOU,2,13,-12.7,.000,1.000,.000,0.0,16.2,8.1,9.0,0.0,0.0,20.0,15.9,,-0.1,0.0,-0.1,-0.355,,-14.9,-5.7,-20.7,-0.1
229,Kevin Huerter\huertke01,SG,21,ATL,56,1760,11.6,.536,.548,.105,2.1,12.0,7.0,17.5,1.4,1.3,12.0,17.1,,1.0,0.6,1.6,.043,,-0.6,-0.9,-1.6,0.2
230,De'Andre Hunter\huntede01,SF,22,ATL,63,2018,8.6,.521,.445,.211,2.3,13.1,7.6,8.0,1.0,0.7,12.1,17.5,,-0.4,0.5,0.1,.001,,-2.8,-1.8,-4.7,-1.4
231,Chandler Hutchison\hutchch01,SF,23,CHI,28,527,12.4,.521,.217,.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,,0.0,0.7,0.7,.060,,-2.7,0.1,-2.6,-0.1
232,Serge Ibaka\ibakase01,C,30,TOR,51,1397,17.7,.591,.267,.189,8.1,23.1,15.8,8.6,0.8,3.1,13.1,24.0,,1.4,2.5,3.8,.132,,0.3,-0.1,0.3,0.8
233,Andre Iguodala\iguodan01,SG,36,MIA,15,274,10.0,.566,.491,.151,4.3,16.9,10.9,14.7,1.4,5.8,26.1,12.3,,0.0,0.4,0.4,.064,,-2.8,1.6,-1.2,0.1
234,Ersan İlyasova\ilyaser01,PF,32,MIL,57,909,15.2,.595,.428,.271,7.0,22.5,15.2,6.9,1.2,1.3,9.4,16.4,,1.5,1.9,3.4,.181,,-0.2,0.8,0.6,0.6
235,Joe Ingles\inglejo01,SF,32,UTA,66,1980,12.4,.590,.625,.176,1.4,12.5,7.2,23.7,1.5,0.4,19.2,15.0,,2.4,2.0,4.4,.107,,-0.1,0.7,0.6,1.3
236,Brandon Ingram\ingrabr01,PF,22,NOP,58,1975,18.9,.588,.354,.328,2.6,16.6,9.6,19.2,1.3,1.6,13.1,28.2,,3.1,1.7,4.8,.118,,2.7,-0.4,2.3,2.1
237,Kyrie Irving\irvinky01,PG,27,BRK,20,658,26.3,.595,.341,.245,3.5,12.4,8.1,37.3,1.9,1.3,10.1,32.6,,2.1,0.8,2.9,.215,,6.6,1.0,7.6,1.6
238,Jonathan Isaac\isaacjo01,SF,22,ORL,33,965,17.3,.552,.283,.228,6.3,19.6,12.7,6.9,2.6,7.3,11.5,18.3,,0.6,1.9,2.5,.122,,-0.6,2.9,2.3,1.0
239,Wesley Iwundu\iwundwe01,SF,25,ORL,45,810,9.9,.521,.345,.392,3.0,12.3,7.5,7.9,1.5,1.2,7.3,13.1,,0.6,0.8,1.3,.080,,-3.1,0.2,-2.9,-0.2
240,Frank Jackson\jacksfr01,PG,21,NOP,53,682,7.9,.492,.452,.243,3.1,8.9,5.9,9.7,1.0,0.5,12.5,20.6,,-0.4,0.3,-0.1,-0.005,,-3.9,-1.9,-5.8,-0.7
241,Jaren Jackson Jr.\jacksja02,C,20,MEM,55,1555,16.2,.592,.491,.242,3.7,13.5,8.7,7.3,1.1,4.9,10.6,23.9,,1.6,1.6,3.3,.101,,0.3,0.0,0.2,0.9
242,Josh Jackson\jacksjo02,SG,22,MEM,19,370,14.4,.544,.453,.302,3.2,14.8,9.1,12.8,2.3,2.1,12.6,23.2,,0.1,0.4,0.5,.068,,-1.0,1.2,0.2,0.2
243,Justin Jackson\jacksju01,PF,24,DAL,59,937,9.9,.496,.484,.141,3.1,12.7,8.0,7.2,0.6,0.9,3.5,15.6,,0.6,0.6,1.2,.063,,-1.7,-1.2,-3.0,-0.2
244,Reggie Jackson\jacksre01,PG,29,TOT,25,610,15.0,.536,.438,.178,2.9,11.4,7.2,27.6,1.0,0.7,12.9,24.1,,0.6,0.4,1.0,.081,,1.8,-1.1,0.7,0.4
244,Reggie Jackson\jacksre01,PG,29,DET,14,381,14.8,.492,.414,.167,3.2,9.1,6.1,30.8,1.0,0.2,9.8,27.0,,0.2,0.1,0.4,.047,,1.7,-2.2,-0.5,0.1
244,Reggie Jackson\jacksre01,PG,29,LAC,11,229,15.4,.647,.500,.205,2.3,15.4,9.0,22.2,0.8,1.5,19.8,19.3,,0.4,0.3,0.7,.138,,1.9,0.8,2.7,0.3
245,Justin James\jamesju01,SG,23,SAC,34,218,11.5,.487,.333,.269,3.0,12.7,7.8,10.7,1.3,3.9,8.4,19.0,,0.0,0.2,0.2,.036,,-1.0,0.2,-0.7,0.1
246,LeBron James\jamesle01,PG,35,LAL,62,2163,25.6,.579,.325,.291,3.2,21.3,12.4,49.4,1.6,1.3,15.4,31.5,,6.0,3.5,9.5,.211,,6.6,1.9,8.5,5.7
247,Amile Jefferson\jeffeam01,PF,26,ORL,18,74,8.9,.372,.000,1.000,14.1,19.5,16.7,7.2,0.7,3.7,13.0,13.5,,0.0,0.1,0.0,.023,,-4.9,-1.0,-5.9,-0.1
248,DaQuan Jeffries\jeffrda01,SG,22,SAC,7,26,14.7,.619,.500,.250,4.2,4.4,4.3,5.6,1.9,0.0,0.0,14.9,,0.1,0.0,0.1,.156,,-0.6,-0.1,-0.7,0.0
249,Ty Jerome\jeromty01,PG,22,PHO,28,315,8.1,.437,.443,.132,2.1,12.6,7.3,18.7,2.1,0.8,13.8,17.6,,-0.3,0.3,0.0,-0.001,,-3.9,0.0,-3.8,-0.1
250,Alize Johnson\johnsal02,SF,23,IND,13,54,10.8,.510,.000,.400,14.4,22.3,18.4,5.0,0.0,0.0,14.5,16.8,,0.0,0.0,0.1,.070,,-3.2,-1.6,-4.8,0.0
251,B.J. Johnson\johnsbj01,SF,24,ORL,8,46,2.5,.344,.333,.111,2.3,12.1,7.0,6.1,2.1,0.0,13.7,20.6,,-0.2,0.0,-0.1,-0.133,,-7.2,-2.5,-9.7,-0.1
252,Cameron Johnson\johnsca02,PF,23,PHO,50,1021,12.3,.580,.697,.141,4.3,11.5,7.8,7.5,1.4,1.4,7.8,16.0,,1.1,0.8,1.9,.088,,0.5,-0.7,-0.2,0.5
253,James Johnson\johnsja01,PF,32,TOT,32,619,14.8,.572,.423,.223,4.3,16.3,10.4,18.4,1.9,4.6,16.9,19.4,,0.4,0.8,1.2,.090,,-1.1,1.1,0.0,0.3
253,James Johnson\johnsja01,PF,32,MIA,18,281,11.1,.547,.517,.161,3.4,16.9,10.4,11.1,1.0,4.6,13.9,17.0,,0.0,0.4,0.4,.067,,-2.6,0.7,-1.9,0.0
253,James Johnson\johnsja01,PF,32,MIN,14,338,17.9,.588,.359,.266,5.1,15.9,10.3,24.4,2.6,4.7,18.8,21.4,,0.3,0.4,0.8,.109,,0.2,1.5,1.7,0.3
254,Keldon Johnson\johnske04,SF,20,SAS,10,122,15.2,.566,.237,.316,5.3,15.1,10.2,9.2,2.4,0.7,6.5,16.5,,0.2,0.1,0.3,.107,,-0.4,-0.5,-0.9,0.0
255,Stanley Johnson\johnsst04,PF,23,TOR,20,96,3.1,.342,.419,.194,3.4,20.4,12.1,11.0,2.0,2.0,19.2,18.6,,-0.3,0.2,-0.1,-0.066,,-7.9,1.4,-6.5,-0.1
256,Tyler Johnson\johnsty01,SG,27,TOT,32,534,8.4,.483,.486,.212,2.2,9.1,5.6,14.1,1.1,1.3,10.9,17.5,,-0.1,0.3,0.2,.019,,-2.9,-0.8,-3.6,-0.2
256,Tyler Johnson\johnsty01,SG,27,PHO,31,515,8.1,.481,.485,.187,2.1,9.3,5.6,13.5,1.1,1.4,11.5,17.3,,-0.2,0.3,0.1,.011,,-3.0,-0.7,-3.7,-0.2
256,Tyler Johnson\johnsty01,G,27,BRK,1,19,18.3,.517,.500,.750,5.6,5.3,5.4,29.3,0.0,0.0,0.0,23.4,,0.1,0.0,0.1,.229,,-0.2,-3.1,-3.3,0.0
257,Nikola Jokić\jokicni01,C,24,DEN,66,2135,24.9,.602,.235,.278,8.1,27.0,17.5,34.2,1.8,1.9,15.6,26.6,,5.9,3.2,9.1,.205,,5.3,2.2,7.6,5.1
258,Damian Jones\jonesda03,C,24,ATL,55,887,15.5,.712,.051,.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,,2.2,0.6,2.8,.152,,-1.6,0.1,-1.4,0.1
259,Derrick Jones Jr.\jonesde02,SF,22,MIA,52,1261,14.7,.606,.391,.354,5.3,13.5,9.6,6.7,2.1,2.8,6.7,14.1,,2.3,1.7,3.9,.149,,-0.4,1.1,0.7,0.8
260,Tyus Jones\jonesty01,PG,23,MEM,65,1232,15.7,.532,.289,.135,0.8,7.9,4.4,31.8,2.2,0.4,10.8,17.2,,2.0,1.0,2.9,.114,,0.4,0.1,0.6,0.8
261,DeAndre Jordan\jordade01,C,31,BRK,56,1234,20.0,.682,.000,.425,12.1,34.3,23.5,12.7,0.7,3.5,17.8,14.1,,3.0,2.2,5.2,.203,,1.1,1.8,2.8,1.5
262,Cory Joseph\josepco01,PG,28,SAC,65,1565,10.3,.513,.369,.155,2.6,9.5,5.9,19.3,1.5,1.3,14.0,12.9,,1.2,1.0,2.2,.066,,-2.1,0.3,-1.8,0.1
263,Mfiondu Kabengele\kabenmf01,C,22,LAC,12,64,18.2,.614,.625,.156,1.7,15.8,8.9,4.9,1.5,2.7,5.5,23.6,,0.1,0.1,0.2,.175,,2.2,-0.1,2.1,0.1
264,Frank Kaminsky\kaminfr01,C,26,PHO,33,728,14.3,.550,.403,.311,4.5,20.3,12.3,15.0,0.8,1.2,9.6,20.8,,0.8,0.6,1.3,.089,,0.0,-0.3,-0.3,0.3
265,Enes Kanter\kanteen01,C,27,BOS,52,902,21.9,.593,.022,.284,17.0,30.1,23.6,8.3,1.2,3.9,12.9,19.1,,2.1,1.7,3.9,.205,,1.5,-0.1,1.5,0.8
266,Luke Kennard\kennalu01,SG,23,DET,28,922,14.4,.590,.535,.216,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,,1.6,0.3,1.9,.100,,1.1,-1.4,-0.3,0.4
267,Stanton Kidd\kiddst01,SF,27,UTA,4,15,-13.7,.000,.333,.000,0.0,21.0,11.0,8.0,0.0,0.0,40.0,14.6,,-0.1,0.0,-0.1,-0.326,,-15.6,-1.3,-16.9,-0.1
268,Michael Kidd-Gilchrist\kiddgmi01,PF-SF,26,TOT,21,231,4.2,.401,.333,.183,5.5,20.3,12.8,8.1,0.4,1.9,16.7,14.8,,-0.3,0.2,-0.2,-0.037,,-6.6,-0.9,-7.5,-0.3
268,Michael Kidd-Gilchrist\kiddgmi01,PF,26,CHO,12,160,6.1,.421,.321,.170,5.9,18.4,11.9,9.5,0.0,1.7,10.9,17.6,,-0.2,0.1,-0.1,-0.029,,-5.3,-1.6,-6.9,-0.2
268,Michael Kidd-Gilchrist\kiddgmi01,SF,26,DAL,9,71,-0.1,.254,.429,.286,4.5,24.6,14.7,5.0,1.4,2.4,43.2,8.3,,-0.2,0.1,-0.1,-0.056,,-9.7,0.8,-8.9,-0.1
269,Louis King\kinglo02,SF,20,DET,10,62,6.3,.448,.524,.143,1.8,16.7,9.2,11.8,1.6,0.0,8.2,17.1,,-0.1,0.0,0.0,-0.007,,-5.1,-1.1,-6.2,-0.1
270,Maxi Kleber\klebima01,C,28,DAL,67,1729,13.6,.602,.614,.174,6.2,15.5,11.0,6.3,0.6,3.9,9.0,13.8,,3.0,1.7,4.6,.128,,0.4,0.2,0.6,1.1
271,Brandon Knight\knighbr03,PG,28,TOT,25,462,8.5,.503,.784,.204,1.0,9.1,5.0,21.6,1.1,0.6,17.3,20.6,,-0.2,0.1,-0.1,-0.010,,-1.8,-2.7,-4.4,-0.3
271,Brandon Knight\knighbr03,PG,28,CLE,16,241,5.4,.431,.744,.151,1.4,7.9,4.6,18.0,1.0,0.7,14.9,19.1,,-0.3,0.0,-0.3,-0.062,,-3.9,-2.8,-6.6,-0.3
271,Brandon Knight\knighbr03,PG,28,DET,9,221,11.9,.576,.827,.259,0.5,10.4,5.4,25.6,1.1,0.4,19.6,22.2,,0.1,0.1,0.2,.046,,0.5,-2.5,-2.0,0.0
272,Kevin Knox\knoxke01,SF,20,NYK,65,1166,8.4,.470,.496,.252,2.5,14.7,8.4,7.4,1.0,2.3,9.2,17.8,,-0.5,0.7,0.2,.006,,-3.1,-1.1,-4.2,-0.6
273,John Konchar\konchjo01,SG,23,MEM,15,167,19.0,.711,.257,.057,11.6,17.3,14.5,16.8,2.0,1.6,14.3,10.4,,0.5,0.2,0.7,.194,,2.7,2.2,5.0,0.3
274,Furkan Korkmaz\korkmfu01,SG,22,PHI,65,1412,11.6,.568,.620,.145,1.3,10.4,5.8,7.4,1.2,0.9,8.6,18.4,,1.0,1.3,2.3,.079,,-0.6,-0.9,-1.5,0.2
275,Luke Kornet\kornelu01,C,24,CHI,36,559,12.7,.539,.578,.150,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,,0.5,0.5,1.1,.091,,-0.9,-0.2,-1.1,0.1
276,Kyle Korver\korveky01,SF,38,MIL,51,847,11.3,.613,.803,.129,1.7,10.1,6.2,9.5,1.2,1.2,13.6,15.7,,0.8,1.4,2.2,.124,,-0.5,0.7,0.2,0.5
277,Rodions Kurucs\kurucro01,PF,21,BRK,40,517,8.7,.559,.493,.217,3.9,16.4,10.3,9.6,1.6,0.5,18.8,15.1,,0.0,0.6,0.6,.054,,-3.8,0.9,-2.8,-0.1
278,Kyle Kuzma\kuzmaky01,PF,24,LAL,56,1387,11.7,.527,.411,.228,3.9,15.8,9.9,7.5,0.7,1.5,11.5,23.0,,-0.1,1.7,1.7,.057,,-1.9,-1.1,-3.0,-0.4
279,Skal Labissière\labissk01,C,23,POR,33,567,15.4,.588,.088,.224,12.1,18.8,15.5,10.2,0.6,4.6,15.7,14.3,,1.0,0.4,1.4,.121,,-1.5,0.3,-1.3,0.1
280,Jeremy Lamb\lambje01,SG,27,IND,46,1291,14.1,.547,.330,.230,2.1,14.9,8.5,10.5,2.1,1.5,8.7,19.6,,0.9,1.7,2.6,.098,,-1.1,0.7,-0.4,0.5
281,Romeo Langford\langfro01,SG,20,BOS,27,298,6.0,.465,.359,.359,5.1,6.4,5.8,2.6,1.3,1.9,10.8,11.9,,-0.1,0.3,0.2,.039,,-4.5,-0.1,-4.6,-0.2
282,Zach LaVine\lavinza01,SG,24,CHI,60,2085,19.5,.568,.404,.279,2.1,13.8,7.7,21.7,2.0,1.3,13.3,31.7,,1.8,2.2,4.0,.092,,3.3,-0.8,2.5,2.4
283,Vic Law\lawvi01,SF,24,ORL,5,9,-16.6,.000,.333,.667,0.0,12.3,6.0,0.0,0.0,0.0,0.0,18.6,,-0.1,0.0,-0.1,-0.456,,-17.0,-8.2,-25.2,-0.1
284,Jake Layman\laymaja01,PF,25,MIN,23,505,10.3,.544,.402,.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,,0.0,0.3,0.3,.029,,-2.7,-1.0,-3.7,-0.2
285,T.J. Leaf\leaftj01,PF,22,IND,26,202,13.4,.463,.211,.184,12.7,24.4,18.6,5.5,1.9,1.7,8.9,19.6,,0.0,0.3,0.3,.070,,-2.0,-0.3,-2.2,0.0
286,Jalen Lecque\lecquja01,PG,19,PHO,4,26,5.0,.460,.400,.200,0.0,0.0,0.0,11.1,0.0,0.0,8.4,19.4,,0.0,0.0,0.0,-0.042,,-5.7,-3.6,-9.3,0.0
